,credit_card_number,is_fraud
211,1494726672190976,0
212,0864445649468644,0
213,3562132940201154,0
214,2734498566894548,0
215,6541654165416541,1
216,2443936277499830,0
217,5556703008076178,0
218,7416173669794192,0
219,1591625286075625,0
220,4235899977949792,0
221,8539517393740915,0
222,5067506750675067,1
223,7080129259955995,1
224,9161028735053518,0
225,4052791675197575,0
226,8642597060281817,0
227,9541320084858485,1
228,94529162135383,1
229,6513916251121924,0
230,12208851279984,1
231,3420184118411991,1
232,2639551748339846,0
233,8533507250727129,1
234,6060214992427891,0
235,907744851331152669,1
236,77860244430123899,1
237,1873243574578863,0
238,9435106928040760,0
239,9201091546683460,0
240,7822365566660099,0
241,518166645929400950,1
242,8584570091525158,0
243,7793676279485279,0
244,5361982003687644,0
245,5528431944469976,0
246,3979397939793979,1
247,3188967364393928,0
248,898366962773213,1
249,1348769748124812,1
250,7454745474547454,1
251,9955625812564976,0
252,7371390629432592,0
253,6572598500205456,0
254,3369823995062940,0
255,6074309033980994,0
256,9963921901734623,0
257,4185717637663858,0
258,2118007485196667,0
259,4143269693690839,0
260,4225501603466918,0
261,9689215431523152,1
262,6629930393038994,1
263,8872738914433379,0
264,1423826154571068,0
265,6212539980972956,0
266,2815753405608365,0
267,2286243887885595,0
268,1018726122602641,0
269,4207412484743640,0
270,5469793707952527,0
271,7126309386814229,0
272,6426361235263923,0
273,8915951225510647,0
274,9715567565285852,0
275,0815798285934299,0
276,887076735979988,1
277,4590105609491079,0
278,3933970103921528,0
279,0596338265248322,0
280,6115556529875456,0
281,5842075656064324,0
282,7303922663051689,0
283,7963297080111271,0
284,8703322999519874,0
285,9422578268006236,0
286,128644739814130538,1
287,8344122788998308,0
288,4298888567152734,0
289,6553655365536553,1
290,0981098109810981,1
291,7810436874120712,0
292,3191625251585158,1
293,8546248221530851,0
294,1038516184825637,0
295,7812863036130169,0
296,7333765677664358,0
297,6053269626962259,1
298,5948643964398010,1
299,0564156303207975,0
300,8088129212929877,1
301,0734058876187618,1
302,5506242724275222,1
303,2836592485476922,0
304,9159074907498763,1
305,5205326138862932,0
306,5025686322757528,0
307,9190034606804332,0
308,81197738812199,1
309,3267883213959350,0
310,2368498270622075,0
311,1003473461627778,0
312,23733323738660718,1
313,28679653369253,1
314,3258134186751489,0
315,3604892889282344,1
316,1696263798181342,0
317,4423991789570364,0
318,3253978484418487,0
319,1763522202609904,0
320,0346050477544745,0
321,7026694742962601,0
322,2417793052952925,0
323,7267715976581992,0
324,8734574598394270,0
325,8817910608291557,0
326,4952728708044584,0
327,6035201449263381,0
328,60260678958963,1
329,8619955331180304,0
330,83709511560462550,1
331,1723910790478497,0
332,0328999243390095,0
333,73753377042649,1
334,0336765164866844,0
335,3332073558630487,0
336,4736582571437372,0
337,6138195607423969,0
338,3065842771329673,0
339,4127088939202884,0
340,2700269600679651,0
341,1231244684195011,0
342,0282149001903015,0
343,708882683040257161,1
344,11757949530135230,1
345,4217188374519550,0
346,0132156053194777,0
347,1653453635343534,1
348,9986151740624062,1
349,0208459688176915,0
350,2830921946892622,0
351,3961929957792994,0
352,5077214315919883,0
353,4134413441344134,1
354,8878122478217821,1
355,95305486849272,1
356,2435976175445047,0
357,7281951757174304,0
358,4483258355841324,0
359,0004099401190304,0
360,3278348736550434,0
361,3727082461837710,0
362,3902961393569622,0
363,1771133435261079,0
364,4752246319841670,0
365,4645025334509300,0
366,7954907614759966,0
367,5143908367868694,0
368,5305230223025432,1
369,8310808413491855,0
370,7897041596113029,0
371,3575176884405154,0
372,5142818085478547,1
373,5869139857511230,0
374,8554608140481953,0
375,1808915717417732,0
376,7975944522479724,0
377,3012316229644586,0
378,3593393339028551,0
379,9566247803963094,0
380,2510770285968751,0
381,8478659272376469,0
382,7951943246022304,0
383,8243824382438243,1
384,5877113402921781,0
385,4125588529228353,0
386,6349626327091369,0
387,1480411102617289,0
388,6389639149077061,0
389,4041666598602464,0
390,3982475393766691,0
391,5364916527541160,0
392,2122244313039992,0
393,8364724644644392,0
394,4185794865082799,0
395,9046862140702545,0
396,643258298549486,1
397,6439086261439761,0
398,2975085862557020,0
399,0862208526171188,0
400,2812670965671601,0
401,9231502662600536,0
402,0839532849603891,0
403,19743631850166773,1
404,8722003598760409,0
405,5432045927893827,0
406,9629675302740739,0
407,5264647470188545,0
408,7477812308120965,0
409,1793188637761810,0
410,7135642455159311,0
411,8382686594130981,0
412,2184750469180453,0
413,8599818581855470,1
414,9562108390850118,0
415,4808032631255331,0
416,6766283844495935,0
417,5868450619722524,0
418,2848284828482848,1
419,0749917902840750,0
420,9850492511572030,0
421,4398902955375795,0
422,7112946426822682,1
423,164216164431259,1
424,4579601220362749,0
425,6727872677590208,0
426,2965768952633136,0
427,9455124233919826,0
428,1282846227132893,0
429,9453578523589800,0
430,3179542502014550,0
431,6531309911058923,0
432,0024703855259566,0
433,5160159075208627,0
434,2828407499513986,0
435,1508808209024927,0
436,5456498454844798,0
437,539726338729596,1
438,7199216496140887,0
439,7282005956256740,0
440,1351313354819714,0
441,0390154680507417,0
442,2130466076469540,0
443,5322887863271007,0
444,2028775124961862,0
445,6103829051042385,0
446,1983203998073976,0
447,0521734355372509,0
448,4128574602325978,0
449,4417638241256796,0
450,1886207992129954,0
451,0673633359284295,0
452,3026636760743847,0
453,6943270900760085,0
454,6066288486393141,0
455,1477888075583563,0
456,4586851606776766,0
457,8852726250761313,0
458,8075204821778810,0
459,14361709361194,1
460,7845793138601230,0
461,0550368000801424,0
462,4954072088367576,0
463,1885633504945115,0
464,2090948181529179,0
465,8532355035928646,0
466,2075941113411130,0
467,4478220035823666,0
468,3725094132174024,0
469,2566144741251427,0
470,2022202220222022,1
471,3352811587795505,0
472,074170756559438381,1
473,9853492849280485,1
474,3477349567930647,0
475,7548458787472529,0
476,7581474886438491,0
477,8670254425445831,1
478,3366659036423642,1
479,7159561712468110,0
480,6203814823366240,0
481,5998693086233221,0
482,4808556869193319,0
483,3424697674063214,0
484,4991218386875326,0
485,7319451527392780,0
486,7152485148513611,1
487,2111794944249287,0
488,5268316900577504,0
489,2026259981342182,0
490,6198935228490719,0
491,2894231863565391,0
492,9022566800853071,0
493,9980923561421188,0
494,90280216760574949,1
495,4031985867102212,0
496,470555431280673101,1
497,45569085949003389,1
498,0543416686982063,0
499,1677683515771674,0
500,7345954024912463,0
501,0014252850615376,0
502,7161057432611408,0
503,6683362017144672,0
504,9064940630839460,0
505,1529502766694818,0
506,9569025822319670,0
507,5728644522226079,0
508,9855706987128106,0
509,4988284003435174,0
510,8514782524992681,0
511,7517819994454580,0
512,8201845825224447,0
513,03441161328154,1
514,4617193307720534,0
515,0914471785767449,0
516,9906680566541594,0
517,263797083149991,1
518,6603300753764878,0
519,0451650356902399,0
520,4105295699544604,0
521,19971300760170,1
522,2030203020302030,1
523,9909728412091093,0
524,6723148743409172,0
525,5215841157460820,0
526,4978954035742316,0
527,1645830294670301,0
528,73395136860904,1
529,4375317415000105,0
530,6326495304425629,0
531,4680975330962670,0
532,0938138032019663,0
533,4356894971409925,0
534,6012341285841926,0
535,1840357989888722,0
536,3955193514269785,0
537,7232133869659712,0
538,91738931528793089,1
539,9742285943954709,0
540,044661405286546623,1
541,7266461629044702,0
542,7540445542686178,0
543,3086525915622950,0
544,5384130867026702,1
545,8963522194029809,0
546,5101363300159964,0
547,6551017924264924,0
548,6901212434739024,0
549,2241289977608068,0
550,9566438929410728,0
551,4398605373387997,0
552,8715974707765093,0
553,0719802034268368,0
554,4928428526155496,0
555,3158489003405145,0
556,068893287781011,1
557,0073057335289906,0
558,9891386713588668,0
559,3887104522547713,0
560,0099302013223557,0
561,8047858209036304,0
562,6592243726039603,0
563,2627253751670675,0
564,6447643836989554,0
565,667992850925785,1
566,910652724927884124,1
567,224240169964119,1
568,6042476426195799,0
569,7134156725225427,0
570,8593688763085801,0
571,2782000232217940,0
572,3622756310110577,0
573,1698623468764688,0
574,6836402160128145,0
575,2434263625994699,0
576,8453668796968663,0
577,1012104623849833,0
578,9719533133328220,0
579,2958526444991708,0
580,3280865548349874,0
581,019202811375502,1
582,6079232830830626,0
583,060691105779934940,1
584,9319601473327385,0
585,6166277437948425,0
586,7078653885819392,0
587,8503697944079487,0
588,9656499492792797,0
589,2033695807255984,0
590,0285254432316167,0
591,3680239579057905,1
592,30265937149688108,1
593,0378188218270520,0
594,3706189766107564,0
595,4447985491798631,0
596,5834582838730135,0
597,2069683352770841,0
598,6445768698590548,0
599,1314519341100175,0
600,7300920248373575,0
601,27771295472446306,1
602,0303226486651363,0
603,7706279530935720,0
604,8810660866084808,1
605,1103436957963576,0
606,0823177756844678,0
607,0930386710397316,0
608,8103173704032396,0
609,3093876797428389,0
610,9241787589463998,0
611,6473302761655907,0
612,0544215903230889,0
613,0451747479257346,0
614,9227402522997230,0
615,4370838582131126,0
616,3614494208794194,0
617,588665449635095888,1
618,4785544841671084,0
619,9588825463519276,0
620,6630086413390738,0
621,0601749079129274,0
622,1513361631690763,0
623,3791062374360332,0
624,1990560727315048,0
625,1115974077943016,0
626,20451896929445671,1
627,3434151066394115,0
628,5075184663296460,0
629,1225238433232281,0
630,3566242481500207,0
631,6308881683111718,0
632,4047036930277373,0
633,2196552624894136,0
634,355042133004980,1
635,2599166356440610,0
636,5857442018191819,1
637,8545207553590220,0
638,2987655366336633,1
639,8572193551417113,0
640,4779493417416839,0
641,87678132793574252,1
642,8141428847524752,1
643,7708887930813996,0
644,2751833368023694,0
645,6261163128131312,0
646,4562911465610912,0
647,654113449019076,1
648,7795051128148614,0
649,6785214822840723,0
650,6527981262540427,0
651,6005312574177417,1
652,1087802816567381,0
653,1629720860218885,0
654,4960402923378004,0
655,8838086077534767,0
656,0206410406269539,0
657,7004292744029298,0
658,9702083003607340,0
659,64405156486882,1
660,4951122353672740,0
661,8360716855398394,0
662,429781919734906597,1
663,0603848380738630,0
664,0860709972170354,0
665,8239820577325750,0
666,3263640580503739,0
667,6999949765949022,0
668,4229753268221706,0
669,396806613421449,1
670,2756430760172988,0
671,6978470765142988,0
672,8489867768796930,0
673,1288652827115851,0
674,9843122769463270,0
675,4881726392759275,1
676,6485661491001840,0
677,4115384058352405,0
678,9677175011084925,0
679,9308151250155486,0
680,1831730921781929,0
681,7286342735393172,0
682,8096494006799998,0
683,8437252520679839,0
684,1680957841522716,0
685,1876355735578078,1
686,4060472547255822,1
687,9381973481427830,0
688,47622911260302,1
689,7227651591376764,0
690,4167424670562598,0
691,016236463128194,1
692,5470960396031643,1
693,3906502393011412,0
694,0006384477839636,0
695,8984842191059731,0
696,5253657904204735,0
697,0566120008863856,0
698,0705362679379250,0
699,9041822801234969,0
700,0349671897522972,0
701,2344685956722055,0
702,6924318638378203,0
703,4331681660016447,0
704,0943084166300238,0
705,0313904801462834,0
706,4021247124713465,1
707,2731838683866747,1
708,3791115250455045,1
709,8751178720506570,0
710,1376665539293463,0
711,0680547723629285,0
712,4392426409809682,0
713,5357731045863853,0
714,9063353176558403,0
715,8821199343564955,0
716,0024394510003396,0
717,3041459016489339,0
718,9740269239824854,0
719,3662904675641477,0
720,2410800186846043,0
721,6153134686468014,0
722,1252979720439843,0
723,8418744260793556,0
724,9468901777881148,0
725,0135170441476613,0
726,0859465671117111,1
727,5967797160808324,0
728,2040227980536705,0
729,4430701865524472,0
730,8947550079502960,0
731,4857527718514112,0
732,30842178959620643,1
733,5380959946120973,0
734,4432653804932257,0
735,9763570575288250,0
736,0217162024501045,0
737,2178217821782178,1
738,7289276890785195,0
739,6309901955401249,0
740,3169974200050466,0
741,11474648272876,1
742,3107893948811226,0
743,8320980193489562,0
744,2608793407228541,0
745,555825655214213697,1
746,0753378209018343,0
747,933693824918848,1
748,3726686220405669,0
749,17201457268482926,1
750,8121517963840453,0
751,8922478187139519,0
752,6223749031066248,0
753,5094477803245119,0
754,1728428067831855,0
755,50463744209001,1
756,9732929168651188,0
757,207199656474862017,1
758,0889682135122970,0
759,9161796774739402,0
760,1126446062055336,0
761,1318279354165416,1
762,2617423184259275,0
763,3435012403348828,0
764,4631609911697251,0
765,3594033790036052,0
766,9433758639857538,0
767,3073628636245580,0
768,8497533902463488,0
769,0797410826736838,0
770,3984066003440281,0
771,7140312621403075,0
772,8454609871657165,1
773,5302013551335133,1
774,4693109863125988,0
775,2427621929233547,0
776,0247659648541107,0
777,9002632431216016,0
778,33839111361991,1
779,46359853684848461,1
780,9294649437244487,0
781,9407478928615884,0
782,21950097549568,1
783,7818441224306937,0
784,8849731510405378,0
785,5001910702115298,0
786,3013140204778918,0
787,6907260210269345,0
788,4392757044153523,0
789,5413560634995818,0
790,5613815315988424,0
791,5131220133633363,1
792,2523252325232523,1
793,3216822969975280,0
794,9328006159679091,0
795,2739921797020899,0
796,1606207035453677,0
797,7927374230517663,0
798,0509050905090509,1
799,6239764295359866,0
800,4475274757700111,0
801,4176496149768818,0
802,3649435300042945,0
803,1141453058867340,0
804,7820360657225774,0
805,2516276784341820,0
806,3685757534205621,0
807,9719577943652292,0
808,1955948421602302,0
809,9944925465644517,0
810,0793968211427766,0
811,0571116597638462,0
812,517717724584465,1
813,0995872330378219,0
814,0965096509650965,1
815,0630831901844164,0
816,6358936293157597,0
817,6997771525323581,0
818,520400029436484,1
819,1373796549856414,0
820,1803486833703613,0
821,9604930784744714,0
822,806883043341111762,1
823,7392753955303787,0
824,9699284022862545,0
825,3737758945113728,0
826,7104590569756975,1
827,6773887588751624,1
828,0111147249469096,0
829,2789121485694270,0
830,4204365863363886,0
831,2952082378577758,0
832,421798800255946297,1
833,5296185754209427,0
834,6664898419137207,0
835,318473077197982912,1
836,8443777198154701,0
837,8047165743347562,0
838,7835024167473897,0
839,0002383474604248,0
840,8616561056102842,1
841,3359797691088587,0
842,3723709170919576,1
843,4392948193845957,0
844,7240682356563319,0
845,2413744147815846,0
846,777084241805752359,1
847,5790711277436556,0
848,246989734219560085,1
849,8689965789404636,0
850,0994504441161081,0
851,4719959088054868,0
852,2421683255105510,1
853,9605640176040825,0
854,426852466086471,1
855,3984127649644181,0
856,3536032287952143,0
857,6466734144304655,0
858,32489403194237,1
859,5419029843954395,1
860,3208372527621806,0
861,5871405422806223,0
862,6764472211029903,0
863,4025452593427733,0
864,5386899104013238,0
865,7705513069275122,0
866,0660120446627449,0
867,010208755900132,1
868,0496566055628616,0
869,1737003396966554,0
870,9555941192651636,0
871,7972657725451063,0
872,5242638013945450,0
873,6157700295790722,0
874,7483905376255514,0
875,8187813470938611,0
876,28631392999499,1
877,2954401091714913,0
878,1842845274124576,0
879,0472913733989733,0
880,9022142038759725,0
881,1153353812228827,0
882,0652603379126866,0
883,867339895012374737,1
884,3312828279425191,0
885,4117910418427059,0
886,1890943694368726,1
887,4210129855605226,0
888,1480056461220495,0
889,41444538323421,1
890,6154078509616428,0
891,2788031694866176,0
892,7812214796701595,0
893,1730193862600655,0
894,1412798978178770,0
895,7202270467289877,0
896,0057348502151396,0
897,0901977031448666,0
898,6517031653595370,0
899,7400620463187844,0
900,7440554149647601,0
901,3723933213356446,0
902,0375161953217026,0
903,2998679785958595,1
904,7530999938024945,0
905,4608646968945532,0
906,8073303965037756,0
907,5504710971064310,0
908,8982230607852178,0
909,849325613165689,1
910,8677420321152419,0
911,3645680574463566,0
912,0091390590344963,0
913,04466947712680074,1
914,2045502713158903,0
915,6050744854584921,0
916,9827338397247033,0
917,5201918296019093,0
918,7437396197700526,0
919,9643309230042833,0
920,3188966996695098,1
921,1527000589386849,0
922,045767641729232883,1
923,47798840785912,1
924,4068062253958874,0
925,7165830884075272,0
926,8052913039692125,0
927,3144722005298045,0
928,1810113011733487,0
929,7611645424165765,0
930,5268213121318893,1
931,6033463267379617,0
932,2024603108475683,0
933,1921273691699169,1
934,2133213321332133,1
935,1212970315282264,0
936,9219921992199219,1
937,4256610787088712,0
938,1765554671385517,0
939,5023481897075800,0
940,1421651303878183,0
941,5078860544925296,0
942,8968254877639857,0
943,1562944463917380,0
944,752061823289846990,1
945,5956309523680482,0
946,658942292336319,1
947,8474778392122397,0
948,9480022002524561,0
949,362824441056270,1
950,572097624687134660,1
951,5114516196704826,0
952,5409650848014780,0
953,9525662904158845,0
954,9776492550841568,0
955,5783583046761486,0
956,8853542418100912,0
957,5742574257425742,1
958,4243835965987833,0
959,156116281357313397,1
960,1348563464466235,0
961,8630901570487048,1
962,3864152246080677,0
963,4102002767665253,0
964,1347811293599711,0
965,6905955533267415,0
966,7686219784459305,0
967,1048511085718571,1
968,7699852877511614,0
969,6253110739357180,0
970,4033088831496520,0
971,8423825555231154,0
972,4669095225647368,0
973,7606200701470089,0
974,0499606253397933,0
975,7709110683528327,0
976,5019869961681975,0
977,7109711911052668,0
978,31278015966510,1
979,6422345084471713,0
980,1991439283689290,0
981,4285482618929147,0
982,2217236906518393,0
983,3722078535943161,0
984,4774173896155093,0
985,0790795417542664,0
986,583458896285857097,1
987,3864475918712494,0
988,4374329093198406,0
989,8143517035097307,0
990,9929170855425051,0
991,0310838536809714,0
992,6800890735583647,0
993,0149109182680885,0
994,753733094938644368,1
995,6581392339231124,1
996,7095628210278246,0
997,9886980666124630,0
998,4003742375738688,0
999,822520897279987,1
1000,5391261775832009,0
1001,0320772545769371,0
1002,3071352967192233,0
1003,6897549206405636,0
1004,6839440142568021,0
1005,0727957958722320,0
1006,790932495777659,1
1007,6219900053175486,0
1008,9163387557439636,0
1009,6066980377955007,0
1010,9639367933201822,0
1011,3170187590762022,0
1012,09366469927968805,1
1013,1317984741284005,0
1014,2945207686578482,0
1015,1469972188084769,0
1016,7126576839263283,0
1017,95139864829811,1
1018,9590100049626397,0
1019,4693500835438245,0
1020,9139535547036873,0
1021,0293747362464361,0
1022,4036700598059268,0
1023,7113899697382055,0
1024,0724302389877227,0
1025,8920876626131735,0
1026,17414962286156308,1
1027,0108299219333933,0
1028,564611626589869048,1
1029,2111124156774873,0
1030,612346713636374,1
1031,3915676710139303,0
1032,0477041848840546,0
1033,3980417599986689,0
1034,9840881295015953,0
1035,9037960362441924,0
1036,0521612427013612,0
1037,85212262739346309,1
1038,9495228595792341,0
1039,3351716618684038,0
1040,14124774963874223,1
1041,3803713410684023,0
1042,4168648964896112,1
1043,9214273669348896,0
1044,8104029632868554,0
1045,5203575208558392,0
1046,7386242119878312,0
1047,6559569170533851,0
1048,2811101350747362,0
1049,4431517551953202,0
1050,2656840517954750,0
1051,353507276912518,1
1052,5289194671392359,0
1053,1176594035360417,0
1054,1464912941029664,0
1055,6123575706850667,0
1056,3891221904794553,0
1057,5853771368728694,0
1058,8910821438564227,0
1059,3557355735573557,1
1060,0264562123470300,0
1061,9309812756811746,0
1062,8890396463397605,0
1063,834425262245458,1
1064,7061374022347485,0
1065,9900919069034803,0
1066,9722558655869794,1
1067,7541754175417541,1
1068,8349860460300840,0
1069,6899457102355577,0
1070,0294007516093859,0
1071,1960763067797077,0
1072,1836569091357379,0
1073,4653744899925239,0
1074,2353412240825845,0
1075,9608634586402377,0
1076,16880546393618583,1
1077,8653865386538653,1
1078,8071929919499460,0
1079,9907619244904490,1
1080,0358180063051764,0
1081,5796532359154396,0
1082,32893025565963026,1
1083,1867665501254688,0
1084,16055810341981,1
1085,9871742863471910,0
1086,4470602829199890,0
1087,9451255860941011,0
1088,5108105314135598,0
1089,8310952967292263,0
1090,4461831583156942,1
1091,7675195844170883,0
1092,7971797179717971,1
1093,80651340396548430,1
1094,3047840479115839,0
1095,8645233420084884,0
1096,1453131625997230,0
1097,6418450618406146,0
1098,5592399576757675,1
1099,7752008362823833,0
1100,0329578380630521,0
1101,2608635661027968,0
1102,9638159269585767,0
1103,4854021525939288,0
1104,8614405109386173,0
1105,39791594586998247,1
1106,4238423842384238,1
1107,7911908252836475,0
1108,8571857185718571,1
1109,7886566165202622,0
1110,7510004501928704,0
1111,1228850236307517,0
1112,7223605872643730,0
1113,8389823979966468,0
1114,6237997071550792,0
1115,1890723343776709,0
1116,6680376234981290,0
1117,4524405046417584,0
1118,8939175250009426,0
1119,1922879699232360,0
1120,1527999285291105,0
1121,3098390278203480,0
1122,6964590766430912,0
1123,334323700817318075,1
1124,322167270659741413,1
1125,7663868003061776,0
1126,4681328880061411,0
1127,4203378800744828,0
1128,0869929835819868,0
1129,8829921607830783,1
1130,2845417929409764,0
1131,9729126957188486,0
1132,8647579044414761,0
1133,8458222284588641,0
1134,9860329060103001,0
1135,0875286457772305,0
1136,8375349834980712,1
1137,7702730602975786,0
1138,2476864532428394,0
1139,3749944455891894,0
1140,1258635250912293,0
1141,4620010823114744,0
1142,1111958867427866,0
1143,6565656565656565,1
1144,4096531850620216,0
1145,2365969753875520,0
1146,0866351752416147,0
1147,1862954962690098,0
1148,4025734479569504,0
1149,0927692469241114,1
1150,9214921492149214,1
1151,6621511594393218,0
1152,89268078912617,1
1153,377449069332406,1
1154,0860911448967499,0
1155,4157204005367075,0
1156,4469040085330653,0
1157,8057332732343956,0
1158,82333118510766,1
1159,2158166899933120,0
1160,5717279511271515,0
1161,7400753401071665,0
1162,4070895637496202,0
1163,8766810294249572,0
1164,7667540532772346,0
1165,2381046693164553,0
1166,141722900184030,1
1167,5622403583155725,0
1168,7301225244711737,0
1169,3057446638975458,0
1170,4927590127102402,0
1171,3028567265634760,0
1172,7310958764380998,0
1173,5117565279184139,0
1174,0969327862605297,0
1175,9133313445161798,0
1176,0219140497765179,0
1177,0224129691759552,0
1178,025733593947079444,1
1179,7390031035714908,0
1180,4068911599999626,0
1181,2799543619650590,0
1182,1132865100973789,0
1183,0013719632463110,0
1184,096920987037935014,1
1185,1945838877111030,0
1186,9789851241399857,0
1187,3528041128214395,0
1188,3703957598316733,0
1189,9699066312576405,0
1190,90865865423455,1
1191,79793746780386564,1
1192,1786804484082250,0
1193,8521313298040280,0
1194,6986830223970581,0
1195,6955389123417156,0
1196,6994153317389250,0
1197,8272869146940214,0
1198,4462198302691121,0
1199,2775947570667066,1
1200,4663903484251574,0
1201,4084155942311409,0
1202,2023225626440890,0
1203,7515535187072991,0
1204,6022692444893711,0
1205,5277622077889733,0
1206,3516140943014114,0
1207,5652768660811972,0
1208,9379578854835268,0
1209,7838313342739976,0
1210,1191006755093844,0
1211,1765783738084084,0
1212,8495717371732541,1
1213,8778613645098095,0
1214,4195994627860960,0
1215,71739754443416,1
1216,5095702089806585,0
1217,9361972734558667,0
1218,696965514107288262,1
1219,95836505304807,1
1220,92025570754435,1
1221,989639706424101,1
1222,5109707662861684,0
1223,0310869129767097,0
1224,79032900910912979,1
1225,9279562558684507,0
1226,1316068924201525,0
1227,6773287491282811,0
1228,24308356771824017,1
1229,8287080456871462,0
1230,2234233876065692,0
1231,8307195686918691,1
1232,0864137860885761,0
1233,4753334635996535,0
1234,0778221663360262,0
1235,5969299862600007,0
1236,4643010571628073,0
1237,0065768771672335,0
1238,1528312528492457,0
1239,3595509517444542,0
1240,0040901497166356,0
1241,6659418617180830,0
1242,951852226343971,1
1243,8612788805349741,0
1244,7948952248104725,0
1245,4627332745640074,0
1246,7330634340490173,0
1247,6555103326394964,0
1248,7092179918695430,0
1249,4117302914412309,0
1250,5503498472566029,0
1251,4567858259106778,0
1252,5242039305016016,0
